,polaridad
1102,0.4978922592055748
1103,0.1037470777216112
1104,0.0087696745440816
1105,0.2117899926932876
1106,3.8660800690072656e-11
1107,0.0396104544849173
1108,0.000372853514185
1109,0.2544739643221583
1110,2.6323463913844313e-09
1111,0.4978922592055748
1112,0.4978922592055748
1113,2.0539912863370242e-09
1114,0.0028856401730862
1115,0.3006403786005674
1116,0.2667312793136318
1117,0.0959144861133373
1118,0.0003709952159106
1119,1.2318754947531117e-05
1120,0.0566163956920903
1121,0.0327653440628159
1122,0.0002345997228902
1123,0.0002288306894935
1124,0.0001849679783017
1125,0.2192141254836211
1126,0.0039312786213025
1127,0.1701552769231574
1128,0.0003761602004254
1129,0.0233379995029314
1130,9.244026145768662e-08
