"x1lliihq","x1lliihq 2","x1i10hfl href","x193iq5w","html-span","xpdipgo src","x1i10hfl","x1i10hfl href 2","_aacl","x1i10hfl 3","x1i10hfl href 4","_a9ze","x193iq5w 2","_aaqe"
"","","https://www.instagram.com/p/Cx2LKv1uLD9/","","","","","","","","","","","1 de octubre"
"","","https://www.instagram.com/p/Cx1hqy-uBK2/liked_by/","Me gusta","106","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/difgdl/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/250919146_877783616462381_3046230409423527948_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZqsBiTsiyIkAX9HZH-V&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCo1c_ba2nouUfFGigsePA30O3V2prG16DZqms_tW8MoQ&oe=65325EE8&_nc_sid=fc8dfb","difgdl","https://www.instagram.com/difgdl/","Con , mejoramos las  instalaciones de 3 Centros de Desarrollo Infantil y de un Centro de Atención Infantil Comunitario, para que más niñas y niños tapatíos 👧👦 gocen de áreas renovadas para su pleno desarrollo.Ahora, estos centros no sólo ofrecen instalaciones de primer nivel y calidad ✨️, sino también una educación básica aplicada de acuerdo a los estándares nacionales 📚.Estamos comprometidos con otorgar más espacios en los que nuestras infancias puedan crecer seguras y bien educadas 👌.","#BuenasAcciones","https://www.instagram.com/explore/tags/buenasacciones/","2 sem","Responder",""
"","","https://www.instagram.com/p/Cx1hqy-uBK2/","","","","","","","","","","","30 de septiembre"
"","","https://www.instagram.com/p/Cx1bCxhOUR6/liked_by/","Me gusta","21","","","","","","","","",""
"","","https://www.instagram.com/juanma_munguia/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/382260296_166778239807062_3541263306746591101_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=kOQ5Lb_VBbAAX-Y-KNE&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAwJ0FBtAOFym4jskE4WYqPBzlQoQDrPjD9mkuBpg30RQ&oe=6533B149&_nc_sid=fc8dfb","juanma_munguia","https://www.instagram.com/juanma_munguia/","Aunque ya estamos en otoño esta semana se ha sentido bastante calor. Así que me di una vuelta a las 9 esquinas para disfrutar de una deliciosa nieve de garrafa artesanal.Y si lo tuyo es el tejuino aquí mismo podrás encontrar esta tradicional y refrescante bebida. ¡Los esperamos!","#si❤️gdlsigueme","https://www.instagram.com/explore/tags/si%E2%9D%A4%EF%B8%8Fgdlsigueme/","2 sem","",""
"","","https://www.instagram.com/p/Cx1bCxhOUR6/","","","","","","","","","","","30 de septiembre"
"","","https://www.instagram.com/p/CxzNpBlOiFl/liked_by/","Me gusta","102","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/difgdl/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/250919146_877783616462381_3046230409423527948_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZqsBiTsiyIkAX9HZH-V&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCo1c_ba2nouUfFGigsePA30O3V2prG16DZqms_tW8MoQ&oe=65325EE8&_nc_sid=fc8dfb","difgdl","https://www.instagram.com/difgdl/","En CADI, las  destacan con la atención a personas con espectro autista y discapacidad intelectual. Desde el 5 de octubre del 2022, estamos dedicados a brindar terapias y talleres especializados a niñas 👧, niños 👦, adolescentes 👱🏽👱🏾‍♀️y adultos 👩‍🦰🧔‍♂️de toda la Zona Metropolitana, siendo el primer espacio de su tipo en Guadalajara. Seguimos comprometidos a que nuestras usuarias y usuarios gocen de los mejores servicios gratuitos, bien y de buenas 😊✨️.","#BuenasAcciones","https://www.instagram.com/explore/tags/buenasacciones/","2 sem","Responder",""
"","","https://www.instagram.com/p/CxzNpBlOiFl/","","","","","","","","","","","29 de septiembre"
"","","https://www.instagram.com/p/Cxy7-bNNBGr/liked_by/","Me gusta","103","","","","","","","","",""
"","","https://www.instagram.com/palpatiohotel/","Ver traducción","","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/359149459_952612556062059_8855604155364604388_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Jfc7sk5_rJQAX8B6xPy&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCMm21_qFbWlZwX8tBV2-YHCdO3O4vgcgHjQU2mtN8rnw&oe=6531E533&_nc_sid=fc8dfb","palpatiohotel","https://www.instagram.com/palpatiohotel/","El pasado 28 de septiembre, tuvimos el honor de recibir en nuestras instalaciones al Presidente Municipal de Guadalajara, Pablo Lemus Navarro. Fue un día lleno de emocionantes momentos y enriquecedores intercambios. ✨Te compartimos un poco de lo vivido aquel día.🤩--","#PalpatioHotel","https://www.instagram.com/explore/tags/palpatiohotel/","2 sem","",""
"","","https://www.instagram.com/p/Cxy7-bNNBGr/","","","","","","","","","","","29 de septiembre"
"Les gusta a  y","","https://www.instagram.com/p/CxycpHAu7a9/liked_by/","otras personas","","","","https://www.instagram.com/_everest._/","","","","","_everest._",""
"","","https://www.instagram.com/itsdariavv21/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/390994583_1367691300766520_2206910629090146444_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=108&_nc_ohc=a01xFezEE_wAX-ub0Rf&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAE8O6iaSA8cXcFA3gY-bdoOVSCdN8X_fSI1GVqWfl8Bw&oe=65334937&_nc_sid=fc8dfb","itsdariavv21","https://www.instagram.com/itsdariavv21/","dumpsito de septiembre ❤️‍🩹","#photodump","https://www.instagram.com/explore/tags/photodump/","2 sem","",""
"","","https://www.instagram.com/p/CxycpHAu7a9/","","","","","","","","","","","29 de septiembre"
"","","https://www.instagram.com/p/CxybZI9uaGK/liked_by/","Me gusta","193","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/medioambientegdl/","Ver traducción","","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/294923836_765939571214905_1242927687390676150_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=101&_nc_ohc=JgYfRBvLWEsAX8DpLVU&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCNicjose0J6Hj7HdU9Qp9uyzBbhwB3eEPnDewUsTlO2A&oe=65333DAB&_nc_sid=fc8dfb","medioambientegdl","https://www.instagram.com/medioambientegdl/","¿Sabías que 🤔? Los buzones de los puntos limpios tienen una gran capacidad de acopio. Antes de dejar algún residuo fuera de su buzón verifica que este lleno 🙌🏻, si está lleno reporta al 070  o en GuaZap al 33 3610 1010 😀","","","2 sem","Responder",""
"","","https://www.instagram.com/p/CxybZI9uaGK/","","","","","","","","","","","29 de septiembre"
"","","https://www.instagram.com/p/CxySIENOPOM/liked_by/","Me gusta","71","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/patycamposalfaro/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/332785651_485202913812728_4866556170250764016_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=108&_nc_ohc=d7rICV9D7AQAX8r2uDQ&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfBJhAs8LkMu4T22cW2Y4Ofk-RbumbJhLgxZeEPLDtaEhQ&oe=65336A84&_nc_sid=fc8dfb","patycamposalfaro","https://www.instagram.com/patycamposalfaro/","El  reconoció a servidores públicos jubilados y pensionados por su gran labor y desempeño dentro de la función pública.Gracias por tantos años de esfuerzo, por dedicar toda una vida a trabajar por las y los tapatíos.¡Felicidades!","","","2 sem","Responder",""
"","","https://www.instagram.com/p/CxySIENOPOM/","","","","","","","","","","","29 de septiembre"
"","","https://www.instagram.com/p/CxyOBm1Mjul/liked_by/","Me gusta","59","","","","","","","","",""
"","","https://www.instagram.com/quiero_tv/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/313301684_475770637694010_767343759958796536_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=aXzLpZDrgDYAX-075aS&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfBXn1CwgKtCgjix7QrY5sxZNiLW2uqjj_c0hyyZ_hQlLA&oe=65338F50&_nc_sid=fc8dfb","quiero_tv","https://www.instagram.com/quiero_tv/","⭐📿💍¡Ya es viernes de  Disueña! Acompáñanos a ver el emocionante capítulo 6.Los disueñadores tendrán que hacer una joya con la belleza de los Guachimontones.Todos los viernes a las 18:00 horas por  .","#Guadalajara","https://www.instagram.com/explore/tags/guadalajara/","2 sem","",""
"","","https://www.instagram.com/p/CxyOBm1Mjul/","","","","","","","","","","","29 de septiembre"
"","","https://www.instagram.com/p/CxyGQ3quK1v/liked_by/","Me gusta","19","","","","","","","","",""
"","","https://www.instagram.com/juanma_munguia/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/382260296_166778239807062_3541263306746591101_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=kOQ5Lb_VBbAAX-Y-KNE&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAwJ0FBtAOFym4jskE4WYqPBzlQoQDrPjD9mkuBpg30RQ&oe=6533B149&_nc_sid=fc8dfb","juanma_munguia","https://www.instagram.com/juanma_munguia/","📣 No se pueden perder el Festival Intercultural de los Pueblos Originarios (FESTPO) que termina el sábado 30 de septiembre en Plaza Universidad. Hay talleres de diferentes culturas como Náhuatl, Tzotzil, Otomí, Wixárika, Mixtecos, entre otros📌 Están invitados a conocer la amplia variedad de productos que tienen, fortalezcamos lazos con nuestras raíces y apoyemos el consumo local.","#si❤️gdlsigueme","https://www.instagram.com/explore/tags/si%E2%9D%A4%EF%B8%8Fgdlsigueme/","2 sem","",""
"","","https://www.instagram.com/p/CxyGQ3quK1v/","","","","","","","","","","","29 de septiembre"
"","","https://www.instagram.com/p/CxwrDtAuiqr/liked_by/","Me gusta","84","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/carlosmayorgamx/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/390921932_272013852472844_5105480591615414037_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=108&_nc_ohc=n8hrxzrzOVQAX-44yFq&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAoFTYNkwQiFozHGPUxwFbGc0oUwAWMXbWFLK0O4ZcoOA&oe=65324CCA&_nc_sid=fc8dfb","carlosmayorgamx","https://www.instagram.com/carlosmayorgamx/","¡Estamos a solo nueve días!7 de octubre 4:30pmAv. Vallarta desde su cruce con avenida Enrique Díaz De León hasta llegar a la Minerva.","","","2 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxwrDtAuiqr/","","","","","","","","","","","28 de septiembre"
"","","https://www.instagram.com/p/CxwOlbZpJWW/liked_by/","Me gusta","25","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/brandon.veraavila.3/","1 Me gusta","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/344411576_609992197750310_3101843432054267212_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Nn2Pd46y520AX9Vvcy5&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDu3P7L3rdTuM_iOOG9U8LtQZ-RGFlwYVnuGCa8XBowRg&oe=65330A95&_nc_sid=f5838a","brandon.veraavila.3","https://www.instagram.com/brandon.veraavila.3/","Quien es no veo","the_black_9701","https://www.instagram.com/friskyt7/","1 sem","Responder",""
"","","https://www.instagram.com/p/CxwOlbZpJWW/","","","","","","","","","","","28 de septiembre"
"","","https://www.instagram.com/p/CxwLYssOmvY/liked_by/","Me gusta","121","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/patycamposalfaro/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/332785651_485202913812728_4866556170250764016_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=108&_nc_ohc=d7rICV9D7AQAX8r2uDQ&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfBJhAs8LkMu4T22cW2Y4Ofk-RbumbJhLgxZeEPLDtaEhQ&oe=65336A84&_nc_sid=fc8dfb","patycamposalfaro","https://www.instagram.com/patycamposalfaro/","Gran recepción tuvimos en la   donde llevamos el Programa Árboles de 10, en coordinación con la  En esta escuela de la colonia Huentitán El Bajo, se podaron más de 60 árboles, además plantamos tres arrayanes con la participación de las y los alumnos del plantel, a quienes se les explicó todo el proceso de plantado y cuidados que deben tener estas especies.Gracias al personal de esta secundaria por ser parte de las acciones que implementa el  para reforestar a nuestra ciudad.","","","2 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxwLYssOmvY/","","","","","","","","","","","28 de septiembre"
"","","https://www.instagram.com/p/CxwFhDbO0aU/liked_by/","Me gusta","65","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/arq.enriqueavalos/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/278634701_2146955708796020_5703463869112159845_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=108&_nc_ohc=TgZ8O0wvhcMAX-X-loW&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDoki28xssnXMcL_ZLsawpuy0DOBo8MRbz7GelWfHX4mw&oe=653335B5&_nc_sid=fc8dfb","arq.enriqueavalos","https://www.instagram.com/arq.enriqueavalos/","Aquí ando chambeando con nuestro Alcalde Pablo Lemus en la Catedral de Guadalajara","#ÁnimoGuadalajara","https://www.instagram.com/explore/tags/%C3%A1nimoguadalajara/","2 sem","2 Me gusta",""
"","","https://www.instagram.com/p/CxwFhDbO0aU/","","","","","","","","","","","28 de septiembre"
"","","https://www.instagram.com/p/CxwCdkeOwTc/liked_by/","Me gusta","154","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/felixgastelum20/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/253570576_597148861634112_5464019277276134468_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=afAsLjXo0TUAX_FM8nN&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDEIwIOwplW7OOW59obfud1ifuksHIfBeFjuuFgCY1dbw&oe=653374BB&_nc_sid=f5838a","felixgastelum20","https://www.instagram.com/felixgastelum20/","👷🏽‍♀️👷‍♂️Las y los trabajadores de Servicios Públicos Municipales se rifan todos los días en las calles. 🙌🏻Sin importar si hace frío, calor, bajo el rayo del sol y hasta con lluvia hacen su chamba con gusto, como dice el alcalde  ""bien y de buenas"".💪🏼Muchas gracias por su esfuerzo. Ustedes hacen de Guadalajara una ciudad más bonita. ¡Ánimo!✨","","","2 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxwCdkeOwTc/","","","","","","","","","","","28 de septiembre"
"","","https://www.instagram.com/p/CxwAu6vualR/liked_by/","Me gusta","83","","","","","","","","",""
"","","https://www.instagram.com/gdlcrece/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/333997236_6670127629698088_2705987005023496551_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=0jG4ii8W0AoAX_gMrzv&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAFyRy4uOs1kb-juSSfIOdWlpPsLH1Bf-C5zAHe3e5ehA&oe=653387D0&_nc_sid=fc8dfb","gdlcrece","https://www.instagram.com/gdlcrece/","Los mercados municipales de Guadalajara son más que un punto de encuentro social y comercial. Son espacios llenos de tradición, y que, si sus paredes hablaran, nos relatarían una gran cantidad de historias. Por eso, nos hemos dado a la tarea de renovarlos totalmente. Acompáñame a ver los cambios que se hicieron en el Mercado Reforma. Las obras consistieron en: ✅ Demolición de pisos de concreto y adoquín.✅ Construcción de red hidráulica, sanitaria y eléctrica. ✅ Construcción de tomas y descargas. ✅Suministro y colocación de cisternas. ✅ Área para basura. ✅Rehabilitación y construcción de baños. ✅Construcción de oficina de administración y bodega.✅ Aplicación de pintura vinílica y esmalte.¡Ánimo Guadalajara! Sigamos apostando por más espacios seguros para nuestra gente trabajadora. 🤝","","","2 sem","",""
"","","https://www.instagram.com/p/CxwAu6vualR/","","","","","","","","","","","28 de septiembre"
"","","https://www.instagram.com/p/CxvkytVOabY/liked_by/","Me gusta","157","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/felixgastelum20/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/253570576_597148861634112_5464019277276134468_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=afAsLjXo0TUAX_FM8nN&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfAjzYMwmC8BnO7R0cY8_JUtj4ycFaYNwwDHopUS0nEa6g&oe=653374BB&_nc_sid=fc8dfb","felixgastelum20","https://www.instagram.com/felixgastelum20/","🌾🌱🪻El verde es vida, dicen por ahí y si no me creen hay que preguntarle a las aves🐦 e insectos 🐝 polinizadores. La creación y mantenimiento de los jardines polinizadores a través del programa  🪷🌻 que hacen las cuadrillas de Parques y Jardines por la ciudad de Guadalajara ayuda a todas las especies polinizadoras a tener refugio y alimento.🫶🏻 ¡Ánimo Guadalajara!","#DeFlorEnFlor","https://www.instagram.com/explore/tags/deflorenflor/","2 sem","Responder",""
"","","https://www.instagram.com/p/CxvkytVOabY/","","","","","","","","","","","28 de septiembre"
"reproducciones","","","","325","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/msobrinod/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/301889175_189817950101946_8508113107745061612_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=1WMlcdJVIA0AX8D-GpT&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDf86BkXQAETy5rkeJK1Xjh3sEsPBFum9VqWWccH1P80w&oe=653340A8&_nc_sid=fc8dfb","msobrinod","https://www.instagram.com/msobrinod/","Mientras la vieja política insiste en hablar y hablar, en Movimiento Ciudadano  te queremos escuchar, porque la construcción de un mejor futuro no es tarea de partidos, es tarea de ciudadanos.","#movimientoEscucha","https://www.instagram.com/explore/tags/movimientoescucha/","2 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxvR5nlgqMI/","","","","","","","","","","","28 de septiembre"
"","","https://www.instagram.com/p/CxuKDVQMaNG/liked_by/","Me gusta","40","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/cyncanterop/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/343457812_1007713293944781_6251079672447495139_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=cHNnsVKGQosAX8POtww&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCTjcZC61JaZz7qg4qKQ3zrm58yL4QyWF-fNGPD7tpyWg&oe=653299C8&_nc_sid=fc8dfb","cyncanterop","https://www.instagram.com/cyncanterop/","promueve la transparencia y  de los proyectos de infraestructura y , y entre sus múltiples beneficios, es una herramienta que ayuda a la identificación de prácticas de corrupción, a la generación de potenciales ahorros y a que contemos con una mejor calidad en la . se convierte en el primer municio de  y  en reformar su Reglamento de Contrataciones y Ejecución de la Obra, para asumir la obligación de publicar en tiempo real, la información del 100% de los proyectos, a través de la publicidad y divulgación de la información en  y georreferenciada.","#CoSTJalisco","https://www.instagram.com/explore/tags/costjalisco/","2 sem","1 Me gusta",""
"","","https://www.instagram.com/p/CxuKDVQMaNG/","","","","","","","","","","","27 de septiembre"
"","","https://www.instagram.com/p/Cxt6D-2Oq6c/liked_by/","Me gusta","97","","","","","","","","",""
"","","https://www.instagram.com/difgdl/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/250919146_877783616462381_3046230409423527948_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZqsBiTsiyIkAX9HZH-V&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCo1c_ba2nouUfFGigsePA30O3V2prG16DZqms_tW8MoQ&oe=65325EE8&_nc_sid=fc8dfb","difgdl","https://www.instagram.com/difgdl/","Nuesto Centro Lúdica es un espacio lleno de  que se ven reflejadas en la atención de niñas, niños y adolescentes tapatíos que a diario nos visitan 👧🏽🧒🏽👩🏽🧑🏽. La restitución de sus derechos es eje principal en las actividades ✨️, donde además de divertirnos juntos brindando espacios de esparcimiento y recreación, se otorga acompañamiento psicológico y apoyo alimenticio 🧠🍎. ¡Así impulsamos sueños, que el día de mañana serán buenas realidades! 😉","#BuenasAcciones","https://www.instagram.com/explore/tags/buenasacciones/","2 sem","",""
"","","https://www.instagram.com/p/Cxt6D-2Oq6c/","","","","","","","","","","","27 de septiembre"
"Sé el primero en","","","","","","indicar que te gusta esto","","","","","","",""
"","","https://www.instagram.com/larutaradiogdl/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/385178130_724262513075114_3146948237258132888_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=czwMdjozUIwAX_7RgPm&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfBHHqnte_wYYF_OJEN_DSh-884ozUYnqyVutjWfMW18Jg&oe=65327BB6&_nc_sid=fc8dfb","larutaradiogdl","https://www.instagram.com/larutaradiogdl/","Empezamos Con Las Sorpresas Previas A Comenzar Las Fiestas De Octubre!!!Se Destapa el Primer Artista Sorpresa Que Estará En El Foto Principal Christian Nodal 🎊 este 01 de noviembre. Corran a 🏃a adquirir sus entradas para ruedo y palcos en  https://boletomovil.com/evento/fiestas-de-octubre-christian-nodal-2023-11-01/recinto * Venta en línea y taquillas solo para ruedo, recuerden que tendremos más de 6 mil lugares gratuitos en zona de gradas incluído en su acceso general.","#LaRutaNews","https://www.instagram.com/explore/tags/larutanews/","2 sem","",""
"","","https://www.instagram.com/p/Cxt4hk1u6k6/","","","","","","","","","","","27 de septiembre"
"","","https://www.instagram.com/p/CxtXxiYuHQd/liked_by/","Me gusta","56","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/patycamposalfaro/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/332785651_485202913812728_4866556170250764016_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=108&_nc_ohc=d7rICV9D7AQAX8r2uDQ&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfBJhAs8LkMu4T22cW2Y4Ofk-RbumbJhLgxZeEPLDtaEhQ&oe=65336A84&_nc_sid=fc8dfb","patycamposalfaro","https://www.instagram.com/patycamposalfaro/","Visitamos la escuela Ernesto Corona Amador en la colonia Belisario Domínguez, una de las tres primarias de tiempo completo que permanecen en Guadalajara, donde, en compañía del director de Apoyo a la Niñez,  y personal de Obras Públicas, supervisamos los avances de la instalación de una lonaria que brindará protección y resguardo para los 200 alumnos de esta institución.Gracias al apoyo de padres de familia, esta primaria sigue operando en beneficio de madres y padres trabajadores.","","","2 sem","Responder",""
"","","https://www.instagram.com/p/CxtXxiYuHQd/","","","","","","","","","","","27 de septiembre"
"","","https://www.instagram.com/p/CxtUhgKtXah/liked_by/","Me gusta","131","","","","","","","","",""
"","","https://www.instagram.com/narizrojaac/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/368133920_1293861491244362_6176499351298443113_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=DQ3xjvDpy38AX_Z7tOR&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCyOXk_oUWV0YwoV5ZJV4AwW9Ggbqfp1wEJhu2qSBJekQ&oe=65331186&_nc_sid=fc8dfb","narizrojaac","https://www.instagram.com/narizrojaac/","NOS QUEDAN MUY POCOS DÍAS PARA CERRAR EL RETO EDUINx2 🔴❤️‍🔥Nos falta poco menos de UN MILLÓN para llegar a la meta, ayúdanos a seguir apoyando niños con cáncer.Recuerda que logrando la meta, Eduin duplicará lo logrado por los niños con cáncer. ✖️♥️🇲🇽 BBVACuenta: 0110098078Clabe: 012320001100980784Campeones de la vida NR AC🇺🇸 narizroja.org/l/usa🌍 narizroja.org/l/paypal","","","2 sem","",""
"","","https://www.instagram.com/p/CxtUhgKtXah/","","","","","","","","","","","27 de septiembre"
"","","https://www.instagram.com/p/CxtP4c4uawH/liked_by/","Me gusta","72","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/medioambientegdl/","Ver traducción","","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/294923836_765939571214905_1242927687390676150_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=101&_nc_ohc=JgYfRBvLWEsAX8DpLVU&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCNicjose0J6Hj7HdU9Qp9uyzBbhwB3eEPnDewUsTlO2A&oe=65333DAB&_nc_sid=fc8dfb","medioambientegdl","https://www.instagram.com/medioambientegdl/","Reflexiona🤔, haz conciencia 😌y adopta hábitos sustentables ♻️🌳. Revisa nuestro feed y encuentra ideas para tener un estilo de vida sostenible 😉🫰🏼","","","2 sem","Responder",""
"","","https://www.instagram.com/p/CxtP4c4uawH/","","","","","","","","","","","27 de septiembre"
"","","https://www.instagram.com/p/CxtIWixOFOO/liked_by/","Me gusta","55","","","","","","","","",""
