,postal_code,country_code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy
137,89338,MX,"Monza, José López Portillo, Las Chacas, Estadio, Villa Verde",Tamaulipas,28,Tampico,38,Tampico,10.0,22.300400000000003,-97.8945,1
138,89338,MX,"Monza, José López Portillo, Las Chacas, Estadio, Villa Verde",Tamaulipas,28,Tampico,38,Tampico,10.0,22.300400000000003,-97.8945,1
139,89339,MX,Tampico (General Francisco Javier Mina),Tamaulipas,28,Tampico,38,Tampico,10.0,22.3331,-97.8843,1
140,89340,MX,"Villas Chairel, Ciudad Militar",Tamaulipas,28,Tampico,38,Tampico,10.0,22.3331,-97.8843,1
141,89340,MX,"Villas Chairel, Ciudad Militar",Tamaulipas,28,Tampico,38,Tampico,10.0,22.3331,-97.8843,1
142,89344,MX,"Arenal, Presas del Arenal",Tamaulipas,28,Tampico,38,Tampico,10.0,22.30585,-97.8928,1
143,89344,MX,"Arenal, Presas del Arenal",Tamaulipas,28,Tampico,38,Tampico,10.0,22.30585,-97.8928,1
144,89345,MX,Arboleda,Tamaulipas,28,Tampico,38,Tampico,10.0,22.3331,-97.8843,1
145,89346,MX,Tancol 33,Tamaulipas,28,Tampico,38,Tampico,10.0,22.3331,-97.8843,1
146,89347,MX,San Antonio,Tamaulipas,28,Tampico,38,Tampico,10.0,22.2786,-97.9013,1
147,89348,MX,"Los Encinos, Alejandra, Privado Sonora, Conjunto Habitacional Esmeralda, Pegaso, México, Conjunto Habitacional Tercer Milenium, Privado Queretaro",Tamaulipas,28,Tampico,38,Tampico,10.0,22.326287500000003,-97.886425,1
148,89348,MX,"Los Encinos, Alejandra, Privado Sonora, Conjunto Habitacional Esmeralda, Pegaso, México, Conjunto Habitacional Tercer Milenium, Privado Queretaro",Tamaulipas,28,Tampico,38,Tampico,10.0,22.326287500000003,-97.886425,1
